essay_id,sentence_id,sentence,Aspirational,Attainment,Community_Consciousness,Familial,Filial_Piety,First_Generation,Navigational,Perseverance,Resistance,Social,Spiritual,class_0
essay_00008,s000062,i am here to better myself and hopefully give myself a better future.,1,1,0,0,0,0,0,0,0,0,0,0
essay_00008,s000063,i am in this class because i want to pass physics and getting an a is part of that journey.,1,1,0,0,0,0,1,0,0,0,0,0
essay_00008,s000064,also the reason why i am here in san francisco is to experience new things and figure myself out.,0,0,0,0,0,0,1,0,0,0,0,0
essay_00008,s000065,"im a psychology major, however im unsure what exactly i want to do with that, therefore im taking a physics class which pretty unecessary for my major.",1,0,0,0,0,0,0,0,0,0,0,0
essay_00009,s000066,"to make a better future for myself and ultimately the world, as cheesy as that sounds.",0,0,0,0,0,0,0,0,0,0,0,1
essay_00009,s000067,"im a very passionate person and thats why im here, to put this passion into my school to later help people.",0,0,0,0,0,0,0,0,0,0,1,0
essay_00009,s000068,science is the only thing that makes sense to me sometimes.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00009,s000069,whenever im struggling i know i can fall back on science.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00009,s000070,"to give you a better example, when in conversation with people and i feel as if i dont know what to say, i know i always have biology to talk about and take me back to my safe zone.",0,0,0,0,0,0,1,0,0,0,1,0
essay_00012,s000081,to learn more about the natural world and build relationships with many diverse people who are as passionate as i am,0,0,0,0,0,0,0,0,0,1,0,0
essay_00015,s000095,because i'm stressed about physics and i have no idea what's going on in class.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00015,s000096,i'm taking this class to get a good grade in physics and to understand the material.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00015,s000097,i'm taking phys 111 112 lab and lec.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00015,s000098,i have 3 labs a week so it's hard trying to understand all the material.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00015,s000099,all of my classes are super stressful and i have the busiest schedule of my life.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00015,s000100,on top of that i'm an ra as well so that's always stressful.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00015,s000101,"also i'm trying to transfer next semester so i'm trying to get all my classes together, make sure i have enough credits to get in.",0,0,0,0,0,0,1,0,0,0,0,0
essay_00015,s000102,also doubting if i'm good enough or smart enough to excel at all these things at once.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00015,s000103,my intelligence is always questioned anywhere i go or any class i'm in so it's hard to stay motivated or drive to succeed because you feel like you're not enough.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00016,s000104,i'm here because i want to improve my understanding in physics.,1,0,0,0,0,0,0,0,0,0,0,0
essay_00016,s000105,i haven't taken a physics course since high school therefore i'm a little rusty.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00016,s000106,i believe attending this si course will develop and improve my overall understanding with material i may be struggling in.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00016,s000107,"in the end, the goal is to achieve an a for my physics course.",0,1,0,0,0,0,0,0,0,0,0,0
essay_00016,s000108,this is why i'm here.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00017,s000109,i'm bad at math and physics is math.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00017,s000110,here to get a kin degree bc i find the subject interesting and i want to help people.,0,1,0,0,0,0,0,0,0,0,0,0
essay_00018,s000111,i feel the importance of me being here is to better myself.,1,1,0,0,0,0,0,0,0,0,0,0
essay_00018,s000112,over time i actually didn't know if i would end up here but i love to be here.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00018,s000113,my dream is to get my masters and phd in psychology and i feel so much closer to that goal then any before.,0,1,0,0,0,0,0,0,0,0,0,0
essay_00018,s000114,gives me a clear view of what i want in life.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00019,s000115,"i am in this sci 111 class, because i have never taken physics in high school and i know that physics requires a lot of math in which i am very weak in.",0,0,0,0,0,0,0,0,0,0,0,1
essay_00019,s000116,"i hope to receive a lot of practice problems, since i learned better by doing than just watching.",0,0,0,0,0,0,0,0,0,0,0,1
essay_00019,s000117,"i also really want to understand the basic concepts of physics, because i will be taking physics 2 next semester.",0,0,0,0,0,0,0,0,0,0,0,1
essay_00019,s000118,"since i have never taken any kind of physics class, the topic does kind of scare me, and knowing that its based on algebra, trigonometry, and geometry does make me nervous.",0,0,0,0,0,0,0,0,0,0,0,1
essay_00019,s000119,"even though physics it not necessarily part of my biology major, i do believe it explains a lot of what happens in the universe.",0,0,0,0,0,0,0,0,0,0,0,1
essay_00019,s000120,its also comforting that people are in the same boat as me in needing additional help.,0,0,0,0,0,0,0,0,0,1,0,0
essay_00019,s000121,"to be completely honest, i prefer just sitting down in groups and try to work on the problems together rather than moving around from table to table.",0,0,0,0,0,0,0,0,0,1,0,0
essay_00019,s000122,focusing on problems with a small amount of people feels more productive to me personally.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00019,s000123,basically my main point in being in this class is to get more practice in and to make me less nervous in solving certain problems.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00022,s000143,this is my second time taking physics.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00022,s000144,the first time i took it was two semesters ago and i failed the class.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00022,s000145,"(i got an a in the lab) while my teacher was very smart, she was new to teaching and i think she was very bad at it.",0,0,0,0,0,0,0,0,0,0,0,1
essay_00022,s000146,she did not know how to teach the students in a way that we would be able to learn the concept.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00022,s000147,"my professor would go extremely fast, and would assume we know the concepts we previously learned in high school.",0,0,0,0,0,0,0,0,0,0,0,1
essay_00022,s000148,"while i know that pre calculus is a prerequisite for this class, she did an awful job at explaining the concepts.",0,0,0,0,0,0,0,0,0,0,0,1
essay_00022,s000149,"i went to her office hours but everytime i would go, she would talk down upon me, so i stopped going after about 4 visits and went to carp instead.unfortunately carp wasn't too helpful because the tutors didn't really know what we were learning in class and therefore, even after looking at my notes, didn't really teach the concept to me.",0,0,0,0,0,0,0,0,0,0,0,1
essay_00022,s000150,i studied a couple times with people in my class but not enough.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00022,s000151,i think everyone was a little lost in my class.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00022,s000152,"after the first exam, only 6 of the class passed with a grade of d or higher.",0,0,0,0,0,0,0,0,0,0,0,1
essay_00022,s000153,"i should have dropped the class, it was a very frustration experience, but i waited it out because i thought that if i studied enough, went to office hours enough, that i would pass.",0,0,0,0,0,0,0,0,0,0,0,1
essay_00022,s000154,this semester i want to prove to myself that i am smart and capable of passing this class with an a. i want to actually learn the concepts and not come into class everyday confused and lost.,1,0,0,0,0,0,0,0,0,0,0,0
essay_00022,s000155,i hope that this supplemental class will introduce me to new people to maybe from a study group with.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00022,s000156,i also hope that the supplemental class will enforce what we learn in class and help me better apply formulas to the word problems we have for homework.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00023,s000157,i decided to take sci 111 because i struggled with physics in high school.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00023,s000158,i barely managed to pass high school physics and i felt i learned nothing.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00023,s000159,"i am someone who loves interacting with people, and i like working in groups.",0,0,0,0,0,0,0,0,0,0,0,1
essay_00023,s000160,i feel like it is much easier to find a solution to a problem if lots of minds are put together.,0,0,0,0,0,0,0,0,0,1,0,0
essay_00023,s000161,"sci provides the opportunity to interact with a diverse group of students who all come from different backgrounds, who all bring different perspectives and ideas.",0,0,0,0,0,0,0,0,0,1,0,0
essay_00023,s000162,i hope to pass physics this semester but most importantly i hope to understand the concepts i am learning.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00023,s000163,i enjoy learning new things everyday.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00023,s000164,i am someone who is very curious and has always asked questions.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00023,s000165,i guess i try to understand the world around me and understand how things work.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00023,s000166,"science is a subject i have always found interesting, but difficult.",0,0,0,0,0,0,0,0,0,0,0,1
essay_00023,s000167,"it was not until, i started college that i realized my passion for biology, and decided to major in biology.",0,0,0,0,0,0,0,0,0,0,0,1
essay_00023,s000168,"i used to always be a quitter, and very early on in high school i decided that i was not smart enough to understand science but i have learned that dedication, passion, and hard work are key.",0,0,0,0,0,0,0,1,0,0,0,0
essay_00024,s000169,i am here because i know i want to do well in this physics class.,1,0,0,0,0,0,0,0,0,0,0,0
essay_00024,s000170,i have had the same problem with school since i was a child and that is to stay focused on myself and my future.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00024,s000171,i tend to get so distracted by the fun things in life and forget that the hard stuff is what will define my future.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00024,s000172,i want to make sure that i take advantage of the blessing that is getting education.,1,0,0,0,0,0,0,0,0,0,0,0
essay_00024,s000173,"i am at a point in my life where i only have one goal and that is to do well in school, so that i can later go into a profession where i feel happy and satisfied with my life.",0,0,0,0,0,0,0,0,0,0,0,1
essay_00024,s000174,my biggest fear is to be filled with regrets in old age.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00024,s000175,i would hate to have wasted the opportunity that is life.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00024,s000176,i still have a lot of power in my hands in terms of what i want to do with my future.,1,0,0,0,0,0,0,0,0,0,0,0
essay_00024,s000177,"so, i am here because i want to learn physics, get a good grade in physics, and excel in my studies so that i can one day go into the stem field and help other people.",1,0,0,0,0,0,0,0,0,0,0,0
essay_00024,s000178,"when i have done these things, i know that i will be content with the life that i lived.",0,0,0,0,0,0,0,0,0,0,0,1
essay_00025,s000179,i am here because i am dedicated to my success in my stem based courses.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00025,s000180,i am here because im not afraid to ask for help and guidance.,0,0,0,0,0,0,0,0,0,1,0,0
essay_00025,s000181,im here because i want to be apart of a new community.,1,0,0,0,0,0,0,0,0,1,0,0
essay_00025,s000182,i was apart of a sci course last semester and i loved how helpful the instructors were.,0,0,0,0,0,0,0,0,0,1,0,0
essay_00025,s000183,i felt comfortable with them and it gave me time to ask specific questions that i had and have something close to a one on one explanation.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00025,s000184,sci allows a welcoming atmosphere where i can be helped by the instructors or my peers and we as a unit are able to solve problems.,0,0,0,0,0,0,0,0,0,1,0,0
essay_00025,s000185,a lot of the time i feel uncomfortable im my regular stem classes because i feel that i may be the only one not understanding.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00025,s000186,i also know that the time allotted for the professors are not enough to begin with.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00025,s000187,"at the sci classes, we usually go over worksheets that answer my questions.",0,0,0,0,0,0,0,0,0,0,0,1
essay_00025,s000188,im here because i want to be.,1,0,0,0,0,0,0,0,0,0,0,0
essay_00025,s000189,you so know that the time allotted for the professors are not enough to begin with.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00025,s000190,i am here for my parents and my family.,0,0,0,0,1,0,0,0,0,0,0,0
essay_00025,s000191,i am here for my family members who could not make it this far.,0,0,0,0,1,0,0,0,0,0,0,0
essay_00025,s000192,i here to show those family members that they can be here too.,0,0,0,0,1,0,0,0,0,0,0,0
essay_00025,s000193,im here for all the little colored girls who do not have positive figures to look up to in their communities.,0,0,0,0,0,0,0,0,1,0,0,0
essay_00027,s000212,"i chose to be in this class because no matter how smart you are, no matter how much you know in the course you think you are doing the best at, there is always room for improvement.",0,0,0,0,0,0,0,1,0,0,0,0
essay_00027,s000213,theres always space to open your doors for more room for knowledge.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00027,s000214,i am all about learning and wanting to do better and better in all that i do and i know this course is perfect for that.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00027,s000215,"i know it is called a supplemental course to help us do better in a certain class, but i like how it is open to everyone even if you get 100 on every exam or quiz or whatever it is that you do in that class.",0,0,0,0,0,0,0,0,0,1,1,0
essay_00027,s000216,another reason i am here is because i want to be able to help others by learning something myself.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00027,s000217,i feel like this opens opportunities to be friends with someone who is on the same path as you and this is an easy way to get to know others around you and to be able to surround yourself with others who are just like you.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00027,s000218,i am very grateful and blessed to even be able to take such a course.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00029,s000229,i am here in the sci class because i would like to be pushed to dedicate time for focusing on physics.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00029,s000230,"in the sci class, we do practice problems, and work that keeps me focused on physics.",0,0,0,0,0,0,0,0,0,0,0,1
essay_00029,s000231,"i am able to teach the concepts to other people and that makes me learn the concepts more as well because i am recalling them and using nothing to reference, but my brain, on what to do.",0,0,0,0,0,0,0,0,0,0,0,1
essay_00029,s000232,i think i am also here because if i did not have a regular class to sit me down and do my work i would be less motivated and less likely to do it.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00029,s000233,this is because i prioritize what i want to do over my homework assignments because they tend to learn the concepts and feel of the homework is almost useless if i already know what i'm doing in prepared for the quiz or test for example.,1,0,0,0,0,0,0,0,0,0,0,0
essay_00029,s000234,"i do think practice and experience doing homework even if you fully understand the concepts is beneficial, but i don't spend my time unless forced to like a sci class.",0,0,0,0,0,0,0,0,0,0,0,1
essay_00029,s000235,this class is a way for me to spend that time i need to further my success in the class and hold myself accountable.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00030,s000236,i don't know if this question is pertaining to why am i here at san francisco state university or why am i here in this class.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00030,s000237,i am going to answer both.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00030,s000238,"i am here at san francisco state university because i wanted to be able to be far from home, but not too far.",0,0,0,0,0,0,0,0,0,0,0,1
essay_00030,s000239,"a one hour airplane trip back home, 7 hour drive.",0,0,0,0,0,0,0,0,0,0,0,1
essay_00030,s000240,i wanted to experience a different environment and a different culture because not everything done in socal is done in norcal.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00030,s000241,i am in college specifically to pursue my one and only career which is to be a veterinarian.,0,1,0,0,0,0,0,0,0,0,0,0
essay_00030,s000242,getting declined from uc davis because they have a great vet program lead me over here where i can get my degree then try uc davis later.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00030,s000243,"i am here to get my degree, network, and to make great friendships.",1,0,0,0,0,0,0,0,0,0,0,0
essay_00030,s000244,why am i here in this sci 111 course?,0,0,0,0,0,0,0,0,0,0,0,1
essay_00030,s000245,i am in this course because i am new to physics i never took physics in high school because i was told it can mess up my gpa. hearing that i already knew it would be a challenging course.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00030,s000246,i am in the course to get more help with understanding the concept and formulas of physics because the first class was very confusing and my professor teaches very fast.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00030,s000247,what i hope to get out of this sci class is a clear understanding of how to solve and physics problem and be confident that i know how to do it.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00031,s000248,i am here for many reasons.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00031,s000249,ever since i was young i always believed in helping others who could not help themselves.,0,0,0,0,0,0,0,0,0,0,1,0
essay_00031,s000250,as i continue to grow i see that that is possible as a career in many ways.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00031,s000251,as i pursue my biology major i realize that although difficult as i continue in this path i come closer to my goal of help people in my own way which is why i think i am here today.,0,0,0,0,0,0,0,0,0,0,1,0
essay_00032,s000252,one of the main reasons i am here is to get an education.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00032,s000253,after college i want to go onto medical school to become a neonatal surgeon.,1,1,0,0,0,0,0,0,0,0,0,0
essay_00032,s000254,i can only achieve this dream if i have an education.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00032,s000255,i personally believe that an education is the key to success.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00032,s000256,having an education opens up doors that you would not be able to access if you didnt have an education.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00032,s000257,being here at san francisco state gives me an opportunity to get an education.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00032,s000258,"secondly, i am here to make friends and experience new things.",1,0,0,0,0,0,0,0,0,0,0,0
essay_00032,s000259,san francisco is a really good place to explore new concepts and get to know new people.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00032,s000260,finally i am here to find myself.,1,0,0,0,0,0,0,0,0,0,0,0
essay_00032,s000261,being away from home in a new city has taught me so many things especially about myself.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00032,s000262,i have learned that i am capable of more than i thought i was.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00032,s000263,"i have learned a lot since being here and i cant wait to learn more not only about myself, but about becoming a doctor as well as learning new things in the world.",0,0,0,0,0,0,0,0,0,0,0,1
essay_00032,s000264,i am very lucky to be at san francisco state because not everyone is able to get a college education.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00033,s000265,the reason for taking sci is that i may be able to understand the concepts of physics and the subject itself to the best of my abilities.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00033,s000266,i have heard that the course itself is intense.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00033,s000267,i have never taken a physics class.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00033,s000268,"with that being said, i find it important to take an hour of my time to attend this class so that i may fulfill my goals for physics.",0,0,0,0,0,0,0,0,0,0,0,1
essay_00033,s000269,sometimes i learn better when other people explain rather than teachers.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00033,s000270,"and to be fair, i could use the extra boost for my gpa. my instructor quickly lists the main points of the topic and quickly moves to other topics.",0,0,0,0,0,0,0,0,0,0,0,1
essay_00033,s000271,i find this ok but also not very effective to my understandment.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00033,s000272,i think sci would definitely enhance my learning abilities but also my academic selfesteem since i wont be the only student struggling with the subject.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00033,s000273,"as the pace starts to pick up, i find sci to be somewhat useful.",0,0,0,0,0,0,0,0,0,0,0,1
essay_00033,s000274,there are things i havent learned and i found last sci class to be quite difficult.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00033,s000275,but there were als things i learned that were discussed later on the week.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00033,s000276,i look forward to learning and understanding physics throughout the semester.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00034,s000277,i am here because one i never took this in high school so i was new to physics and two i am retaking this class.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00034,s000278,i have found physics to be very difficult and i am hoping this class will help me pass physics.,0,0,0,0,0,0,0,1,0,1,0,0
essay_00034,s000279,i dont want to fail again and i also would like to understand it.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00034,s000280,i know its important to know on the mcat. i want to be able to know about some physics to help me pass that test.,1,0,0,0,0,0,0,0,0,1,0,0
essay_00034,s000281,i also think this class is a good opportunity to create study groups and make new friends in my major.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00034,s000282,you learn more when you teach others how to do something or if youre learning by another student who is taking the same class.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00034,s000283,i also feel like it was a good idea for me to take this class because it will help me understand physics a lot better.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00034,s000284,physics isnt an easy subject to learn.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00034,s000285,a lot of people have told me they had to retake it.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00034,s000286,it is my weakness in school.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00034,s000287,i am a big fan of math but for some reason physics doesnt stick to my brain.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00034,s000288,"im hoping this time around, it will work out for me.",0,0,0,0,0,0,0,0,0,0,0,1
essay_00035,s000289,i an here at sfsu for 2 reasons.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00035,s000290,"my family is very bug on education, so everyone generally aspires to go to college.",0,0,0,0,1,0,0,0,0,0,0,0
essay_00035,s000291,i never thought i had an option not too.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00035,s000292,"it was always in my head after k12, boom you go to college and become an ""adult"".",0,0,0,0,0,0,0,0,0,0,0,1
essay_00035,s000293,"for me personally, i am here to learn more about stem so i can gain the tools to equip me for medical school.",1,0,0,0,0,0,0,0,0,0,0,0
essay_00035,s000294,"career wise i'm not sure what i want to do, but i definitely want to work with medicine.",1,0,0,0,0,0,0,0,0,0,0,0
essay_00035,s000295,the second reason why i am here at sfsu is because of my parents.,0,0,0,0,1,0,0,0,0,0,0,0
essay_00035,s000296,"i originally wanted to move to la or san diego, san diego state was originally my first choice.",0,0,0,0,0,0,0,0,0,0,0,1
essay_00035,s000297,"growing up i thought i could get into those top school's like harvard, but my grades didn't reflect that.",1,0,0,0,0,0,0,0,0,0,0,0
essay_00035,s000298,"but why i ended up here at sfsu is because my parents didn't want me moving up to socal, and my only choices were school's up here.",0,0,0,0,1,0,0,0,0,0,0,0
essay_00035,s000299,so i thought sfsu was the best school to go to out of those options.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00035,s000300,"but overall, mainly i want to make a difference in the medical community and use my skills to help others.",0,0,0,0,0,0,0,0,0,0,1,0
essay_00038,s000322,i'm here because i'm afraid of failing physics and i'm hoping this class will help me succeed in passing it.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00038,s000323,it's like this fear i have about failing classes after i failed like two classes.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00038,s000324,"i also took my friend with me, devin because we're in same physics class so i won't be alone.",0,0,0,0,0,0,0,0,0,0,0,1
essay_00038,s000325,i also hope this class will help me understand physics more by just practicing more problems.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00038,s000326,i also want to meet new people so we can all study together and help each other.,0,0,0,0,0,0,0,0,0,1,0,0
essay_00038,s000327,so far this class has been surprisingly fun and i actually learned a lot that helps me with the class.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00038,s000328,i learned how to manipulate the equations that will help me in physics.,0,0,0,0,0,0,0,0,0,0,0,1
